Entry	Reviewed	Organism	Protein names	EC number	Rhea ID
A0A1H5QBQ5	unreviewed	Amycolatopsis pretoriensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H5QWS7	unreviewed	Amycolatopsis pretoriensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H5S8P7	unreviewed	Lachnospira multipara	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H5SAQ1	unreviewed	Allobosea lathyri	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H5T6Q3	unreviewed	Algoriphagus boritolerans DSM 17298 = JCM 18970	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6ALH9	unreviewed	Saccharopolyspora kobensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6C6K7	unreviewed	Allobosea lathyri	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6C9D5	unreviewed	Allobosea lathyri	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6CBQ2	unreviewed	Allobosea lathyri	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6CE79	unreviewed	Vibrio hangzhouensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6DUG1	unreviewed	Marinobacterium lutimaris	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6DZU6	unreviewed	Nonomuraea solani	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6E807	unreviewed	Actinacidiphila yanglinensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6GUJ8	unreviewed	Magnetospirillum fulvum (Rhodospirillum fulvum)	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6MX72	unreviewed	Paracoccus alkenifer	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6VM80	unreviewed	Alkalibacterium gilvum	Ureidoglycolate dehydrogenase (NAD+)		
A0A1H6WJD3	unreviewed	Sharpea azabuensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H6XPG8	unreviewed	Cyclobacterium xiamenense	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7AQV8	unreviewed	Cyclobacterium xiamenense	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7QWG7	unreviewed	Jannaschia helgolandensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7TSN0	unreviewed	Halomonas daqiaonensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7UGD5	unreviewed	Paraburkholderia caballeronis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7ULV1	unreviewed	Allobosea lupini	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7XU85	unreviewed	Olivibacter domesticus (Pseudosphingobacterium domesticum)	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7YAX8	unreviewed	Syntrophus gentianae	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H7ZLK8	unreviewed	Syntrophus gentianae	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8D9Y4	unreviewed	Mesobacillus persicus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8DLI1	unreviewed	Palleronia pelagia	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8ELZ9	unreviewed	Paracoccus alcaliphilus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8F889	unreviewed	Rhizobium tibeticum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8H5I9	unreviewed	Lihuaxuella thermophila	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8I9I7	unreviewed	Peptostreptococcus russellii	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8IK13	unreviewed	Sphingomonas gellani	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8JW97	unreviewed	Paracoccus alcaliphilus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8K5R8	unreviewed	Rhizobium tibeticum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8MVI2	unreviewed	Mucilaginibacter gossypiicola	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8NK09	unreviewed	Paracoccus alcaliphilus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8TII7	unreviewed	Amycolatopsis saalfeldensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8WNK3	unreviewed	Rhizobium tibeticum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8XIR3	unreviewed	Propionispora vibrioides	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H8YC50	unreviewed	Amycolatopsis saalfeldensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H9B7T1	unreviewed	Virgibacillus subterraneus	Ureidoglycolate dehydrogenase (NAD+)		
A0A1H9LRZ9	unreviewed	Lentzea xinjiangensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H9P6F6	unreviewed	Actinokineospora terrae	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H9PUJ1	unreviewed	Isobaculum melis	Ureidoglycolate dehydrogenase (NAD+)		
A0A1H9PVY9	unreviewed	Isobaculum melis	Ureidoglycolate dehydrogenase (NAD+)		
A0A1H9R6Q5	unreviewed	Vreelandella subterranea	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H9VCG1	unreviewed	Tranquillimonas rosea	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1H9XWI8	unreviewed	Lentzea flaviverrucosa	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0AKC6	unreviewed	Enterocloster lavalensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0CC48	unreviewed	Natronincola peptidivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0CLP4	unreviewed	Thorsellia anophelis DSM 18579	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I0CMJ9	unreviewed	Geodermatophilus poikilotrophus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0CXH8	unreviewed	Geodermatophilus poikilotrophus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0G844	unreviewed	Thomasclavelia cocleata	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0II10	unreviewed	Paracoccus homiensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0SEZ6	unreviewed	Chitinophaga arvensicola	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0W7F3	unreviewed	Lentibacillus halodurans	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I0WBV9	unreviewed	Algoriphagus aquimarinus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0XEE2	unreviewed	Lentibacillus halodurans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I0XMG8	unreviewed	Lentibacillus halodurans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1AI97	unreviewed	Lentibacillus halodurans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1BTL3	unreviewed	Amycolatopsis marina	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1BUJ5	unreviewed	Amycolatopsis marina	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1E2E4	unreviewed	Flexibacter flexilis DSM 6793	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1I7H5	unreviewed	Tropicimonas isoalkanivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1IM25	unreviewed	Parapedobacter composti	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1S5R0	unreviewed	Pseudomonas straminea (Phytopseudomonas straminea)	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1ULZ4	unreviewed	Paracidovorax konjaci	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I1WKS4	unreviewed	Blastococcus tunisiensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2AFU7	unreviewed	Thermoflexibacter ruber	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2BF22	unreviewed	Alteribacillus iranensis	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I2CKR3	unreviewed	Succiniclasticum ruminis DSM 9236	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2L943	unreviewed	Sunxiuqinia elliptica	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2MET7	unreviewed	Planifilum fulgidum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2XSJ9	unreviewed	Modicisalibacter xianhensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2YNL0	unreviewed	Desulfotruncus arcticus DSM 17038	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2YNU5	unreviewed	Desulfotruncus arcticus DSM 17038	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I2ZNP5	unreviewed	Pedobacter insulae	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3D194	unreviewed	Pisciglobus halotolerans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3DGZ1	unreviewed	Modicisalibacter xianhensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3EZW1	unreviewed	Modicisalibacter xianhensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3F9U2	unreviewed	Planctomicrobium piriforme	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3KT06	unreviewed	Parapedobacter indicus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3PJ14	unreviewed	Brevibacillus centrosporus	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I3PPE0	unreviewed	Brevibacillus centrosporus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3PSL6	unreviewed	Celeribacter halophilus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3QJS8	unreviewed	Paraburkholderia megapolitana	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3R4U5	unreviewed	Amycolatopsis sacchari	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3ZDA4	unreviewed	Falsiroseomonas stagni DSM 19981	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I3ZEZ8	unreviewed	Falsiroseomonas stagni DSM 19981	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4AXP5	unreviewed	Falsiroseomonas stagni DSM 19981	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4B6G0	unreviewed	Falsiroseomonas stagni DSM 19981	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4B8B8	unreviewed	Falsiroseomonas stagni DSM 19981	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I4D7H2	unreviewed	Falsiroseomonas stagni DSM 19981	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4GYY9	unreviewed	Pelosinus propionicus DSM 13327	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4IYF2	unreviewed	Pelosinus propionicus DSM 13327	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4NG32	unreviewed	Pelosinus propionicus DSM 13327	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4NI83	unreviewed	Salibacterium qingdaonense	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4NUE8	unreviewed	Salibacterium qingdaonense	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4PVE3	unreviewed	Pelosinus propionicus DSM 13327	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I4S0L8	unreviewed	Saccharopolyspora antimicrobica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A1I4VWT0	unreviewed	Thermodesulforhabdus norvegica	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5CEU5	unreviewed	Mycetocola miduiensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5CFH8	unreviewed	Cohaesibacter marisflavi	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5IN23	unreviewed	Anaerocolumna aminovalerica	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5LCU7	unreviewed	Salibacterium halotolerans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5NU37	unreviewed	Tranquillimonas alkanivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5R2F7	unreviewed	Geodermatophilus dictyosporus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5RGR8	unreviewed	Sphingomonas rubra	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5SSG1	unreviewed	Pseudarcicella hirudinis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5UN53	unreviewed	Desemzia incerta	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I5ZFP6	unreviewed	Priestia endophytica DSM 13796	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I6ABC5	unreviewed	Hymenobacter arizonensis (Siccationidurans arizonensis)	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I6DKH3	unreviewed	Poseidonocella sedimentorum	Ureidoglycolate dehydrogenase (NAD+)		
A0A1I6DWI3	unreviewed	Desulfoscipio geothermicus DSM 3669	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I6DZ34	unreviewed	Desulfoscipio geothermicus DSM 3669	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I6HTC2	unreviewed	Pseudidiomarina maritima	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I6P951	unreviewed	Saccharopolyspora flava	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I6QEW4	unreviewed	Alloyangia pacifica	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I6S7X2	unreviewed	Saccharopolyspora flava	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I7D1H2	unreviewed	Algoriphagus locisalis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I7DSH7	unreviewed	Pseudovibrio denitrificans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I7HRR6	unreviewed	Halomonas korlensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I7IH16	unreviewed	Halomonas korlensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I7N3A9	unreviewed	Devosia crocina	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I7NJ15	unreviewed	Thermoflavifilum thermophilum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1I9YRB2	unreviewed	Paraburkholderia sprentiae WSM5005	Malate/lactate/ureidoglycolate dehydrogenase		
A0A1J0A6E0	unreviewed	Vagococcus teuberi	Ureidoglycolate dehydrogenase		
A0A1K1PSK0	unreviewed	Amycolatopsis australiensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1K2HVA5	unreviewed	Devosia enhydra	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1K2HZU0	unreviewed	Devosia enhydra	Ureidoglycolate dehydrogenase (NAD+)		
A0A1K2I281	unreviewed	Devosia enhydra	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1K2I384	unreviewed	Devosia enhydra	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1L7ADB4	unreviewed	Roseomonas gilardii	Malate/lactate/ureidoglycolate dehydrogenase		
A0A1L8QQK3	unreviewed	Enterococcus aquimarinus	Ureidoglycolate dehydrogenase		
A0A1M4SH78	unreviewed	Desulfofundulus australicus DSM 11792	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4UM63	unreviewed	Flavisolibacter ginsengisoli DSM 18119	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4VV23	unreviewed	Ruegeria intermedia	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4WP50	unreviewed	Kaistia soli DSM 19436	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4WX45	unreviewed	Kaistia soli DSM 19436	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4WY28	unreviewed	Alkalibacter saccharofermentans DSM 14828	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4Y8X1	unreviewed	Desulfacinum infernum DSM 9756	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4YCC0	unreviewed	Atopostipes suicloacalis DSM 15692	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M4ZNW0	unreviewed	Modicisalibacter ilicicola DSM 19980	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5CQD0	unreviewed	Kaistia soli DSM 19436	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5FJJ7	unreviewed	Loktanella atrilutea	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5LX19	unreviewed	Fodinibius roseus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5N900	unreviewed	Ornithinibacillus halophilus	Ureidoglycolate dehydrogenase (NAD+)		
A0A1M5N9W1	unreviewed	Ornithinibacillus halophilus	Ureidoglycolate dehydrogenase (NAD+)		
A0A1M5S2I8	unreviewed	Marivita hallyeonensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5UAA0	unreviewed	Anaerosphaera aminiphila DSM 21120	Ureidoglycolate dehydrogenase (NAD+)		
A0A1M5VDN9	unreviewed	Pollutimonas bauzanensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5WK20	unreviewed	Chryseolinea serpens	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M5ZN32	unreviewed	Desulfosporosinus lacus DSM 15449	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6CWV7	unreviewed	Desulfofundulus thermosubterraneus DSM 16057	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6CZZ1	unreviewed	Wenxinia saemankumensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6D904	unreviewed	Hymenobacter daecheongensis DSM 21074	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6G3S2	unreviewed	Thermoclostridium caenicola	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6HG47	unreviewed	Muricoccus roseus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6IB99	unreviewed	Parasporobacterium paucivorans DSM 15970	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6K7G5	unreviewed	Anaerobranca californiensis DSM 14826	Ureidoglycolate dehydrogenase (NAD+)		
A0A1M6L1U5	unreviewed	Nocardiopsis flavescens	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6PSU0	unreviewed	Muricoccus roseus	Ureidoglycolate dehydrogenase (NAD+)		
A0A1M6QBG9	unreviewed	Reichenbachiella agariperforans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6R8T1	unreviewed	Muricoccus roseus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6RG22	unreviewed	Hymenobacter psychrotolerans DSM 18569	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6SZL4	unreviewed	Muricoccus roseus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M6TFA7	unreviewed	Pseudonocardia thermophila	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7AWT1	unreviewed	Phytopseudomonas punonensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7BJ68	unreviewed	Bradyrhizobium lablabi	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7CH08	unreviewed	Anaerocolumna jejuensis DSM 15929	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7DVV0	unreviewed	Paracoccus solventivorans	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7KCG6	unreviewed	Cyclobacterium lianum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7NJI6	unreviewed	Cyclobacterium lianum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7RK90	unreviewed	Cryptosporangium aurantiacum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7T3U7	unreviewed	Bradyrhizobium erythrophlei	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7T8E7	unreviewed	Oceanicella actignis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7TWA9	unreviewed	Cryptosporangium aurantiacum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7TYD7	unreviewed	Bradyrhizobium erythrophlei	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7Y0C1	unreviewed	Anaerocolumna xylanovorans DSM 12503	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7ZGQ9	unreviewed	Algoriphagus zhangzhouensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7ZNN3	unreviewed	Pseudoxanthobacter soli DSM 19599	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1M7ZRB3	unreviewed	Pseudoxanthobacter soli DSM 19599	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1N6HFX6	unreviewed	Carnobacterium alterfunditum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1N6K951	unreviewed	Chitinophaga niabensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1N6N4S4	unreviewed	Alkalispirochaeta americana	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1N7H029	unreviewed	Roseovarius nanhaiticus	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1N7IHZ9	unreviewed	Insolitispirillum peregrinum	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1N7N2S7	unreviewed	Alicyclobacillus vulcanalis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1P8JS20	unreviewed	Rhodoferax koreensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A1Q2D789	unreviewed	Vagococcus penaei	Ureidoglycolate dehydrogenase		
A0A1R1QDV9	unreviewed	Bacillus swezeyi	Ureidoglycolate dehydrogenase		
A0A1R1RW67	unreviewed	Bacillus swezeyi	Ureidoglycolate dehydrogenase		
A0A1R3WN10	unreviewed	Yoonia rosea	Ureidoglycolate dehydrogenase (NAD+)		
A0A1R4GBC0	unreviewed	Agrococcus casei LMG 22410	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A1S2LHV8	unreviewed	Anaerobacillus isosaccharinicus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A1S6IQW8	unreviewed	Jeotgalibaca dankookensis	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0A1S7FS61	unreviewed	Paenilisteria weihenstephanensis	Ureidoglycolate dehydrogenase		
A0A1S7FYJ4	unreviewed	Paenilisteria weihenstephanensis	Ureidoglycolate dehydrogenase		
A0A1S8D6A4	unreviewed	Roseomonas mucosa	Malate/lactate/ureidoglycolate dehydrogenase		
A0A1S9GZ32	unreviewed	Rhizobium laguerreae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A1T3NNQ0	unreviewed	Embleya scabrispora	Malate/lactate/ureidoglycolate dehydrogenase		
A0A1T4JQ67	unreviewed	Selenihalanaerobacter shriftii	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1T4K8J8	unreviewed	Treponema berlinense	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0A1T4KL39	unreviewed	Eubacterium ruminantium	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
